COMMAND: D:\Games\piper_sim\.venv\Scripts\python.exe -B -m piper_rl.scripts.train --task human-aware --human-preset randomized --human-difficulty 1.0 --algo sac --timesteps 2000000 --n-envs 4 --seed 2 --run-name human_aware_random_full_s2 --out runs --eval-freq 20000 --n-eval-episodes 15 --checkpoint-freq 50000 --action-mode cartesian --device auto
Using cpu device

======================================================================
SAC  |  2,000,000 steps  |  4 env(s)  |  obs (64,)  |  act (5,)
run dir: runs\human_aware_random_full_s2
======================================================================

Logging to runs\human_aware_random_full_s2\tb\SAC_1
D:\Games\piper_sim\.venv\Lib\site-packages\stable_baselines3\common\callbacks.py:419: UserWarning: Training and eval env are not of the same type<stable_baselines3.common.vec_env.subproc_vec_env.SubprocVecEnv object at 0x000001FDDD553ED0> != <stable_baselines3.common.vec_env.dummy_vec_env.DummyVecEnv object at 0x000001FDDD513350>
  warnings.warn("Training and eval env are not of the same type" f"{self.training_env} != {self.eval_env}")
---------------------------------------------
| rollout/                       |          |
---------------------------------------------
---------------------------------------------
| rollout/                       |          |
|    collision_free_success_rate | 0.04     |
|    collision_steps             | 0        |
|    completion_time             | 5.54     |
|    ep_len                      | 111      |
|    episodes                    | 187      |
|    grasp_rate                  | 0.54     |
|    human_collision_rate        | 0.26     |
|    human_difficulty            | 1        |
|    human_safety_cost           | 46.1     |
|    lift_rate                   | 0.06     |
|    minimum_human_distance      | 0.133    |
|    near_misses                 | 0.44     |
|    place_err_mm                | 248      |
|    proximity_steps             | 15.1     |
|    safety_clamped              | 93.2     |
|    success_rate                | 0.04     |
|    waiting_steps               | 8.18     |
| train/                         |          |
|    actor_loss                  | -13.4    |
|    critic_loss                 | 41       |
|    ent_coef                    | 0.075    |
|    ent_coef_loss               | 0.143    |
|    learning_rate               | 0.0003   |
|    n_updates                   | 16996    |
---------------------------------------------
---------------------------------------------
| rollout/                       |          |
|    collision_free_success_rate | 0.04     |
|    collision_steps             | 0        |
|    completion_time             | 5.46     |
|    ep_len                      | 109      |
|    ep_len_mean                 | 115      |
|    ep_rew_mean                 | -57.5    |
|    episodes                    | 189      |
|    grasp_rate                  | 0.56     |
|    human_collision_rate        | 0.24     |
|    human_difficulty            | 1        |
|    human_safety_cost           | 44       |
|    lift_rate                   | 0.06     |
|    minimum_human_distance      | 0.13     |
|    near_misses                 | 0.44     |
|    place_err_mm                | 246      |
|    proximity_steps             | 15.3     |
|    safety_clamped              | 91.6     |
|    success_rate                | 0.03     |
|    waiting_steps               | 8.18     |
| time/                          |          |
|    episodes                    | 190      |
|    fps                         | 46       |
|    time_elapsed                | 476      |
|    total_timesteps             | 22392    |
| train/                         |          |
|    actor_loss                  | -12.8    |
|    critic_loss                 | 36       |
|    ent_coef                    | 0.0759   |
|    ent_coef_loss               | 0.205    |
|    learning_rate               | 0.0003   |
|    n_updates                   | 17388    |
---------------------------------------------
---------------------------------------------
| rollout/                       |          |
|    collision_free_success_rate | 0.04     |
|    collision_steps             | 0        |
|    completion_time             | 5.65     |
|    ep_len                      | 113      |
|    ep_len_mean                 | 112      |
|    ep_rew_mean                 | -59.4    |
|    episodes                    | 199      |
|    grasp_rate                  | 0.54     |
|    human_collision_rate        | 0.2      |
|    human_difficulty            | 1        |
|    human_safety_cost           | 39.4     |
|    lift_rate                   | 0.04     |
|    minimum_human_distance      | 0.135    |
|    near_misses                 | 0.4      |
|    place_err_mm                | 243      |
|    proximity_steps             | 14.4     |
|    safety_clamped              | 96.5     |
|    success_rate                | 0.03     |
|    waiting_steps               | 9        |
| time/                          |          |
|    episodes                    | 200      |
|    fps                         | 46       |
|    time_elapsed                | 507      |
|    total_timesteps             | 23680    |
| train/                         |          |
|    actor_loss                  | -11.6    |
|    critic_loss                 | 36.6     |
|    ent_coef                    | 0.072    |
|    ent_coef_loss               | -0.609   |
|    learning_rate               | 0.0003   |
|    n_updates                   | 18676    |
---------------------------------------------
---------------------------------------------
| rollout/                       |          |
|    collision_free_success_rate | 0.04     |
|    collision_steps             | 0        |
|    completion_time             | 5.65     |
|    ep_len                      | 113      |
|    episodes                    | 202      |
|    grasp_rate                  | 0.5      |
|    human_collision_rate        | 0.26     |
|    human_difficulty            | 1        |
|    human_safety_cost           | 46.7     |
|    lift_rate                   | 0.04     |
|    minimum_human_distance      | 0.128    |
|    near_misses                 | 0.44     |
|    place_err_mm                | 252      |
|    proximity_steps             | 15.5     |
|    safety_clamped              | 96.7     |
|    success_rate                | 0.04     |
|    waiting_steps               | 8.98     |
| train/                         |          |
|    actor_loss                  | -10.2    |
|    critic_loss                 | 57.1     |
|    ent_coef                    | 0.0705   |
|    ent_coef_loss               | -0.265   |
|    learning_rate               | 0.0003   |
|    n_updates                   | 18996    |
---------------------------------------------
---------------------------------------------
| rollout/                       |          |
|    collision_free_success_rate | 0.06     |
|    collision_steps             | 0        |
|    completion_time             | 5.63     |
|    ep_len                      | 113      |
|    ep_len_mean                 | 112      |
|    ep_rew_mean                 | -58.4    |
|    episodes                    | 209      |
